class,text
1,bitch still subtweets reply though
1,oh bitch could answer mine need package deliver house fuck
1,org bitch go sleep coincidence hut
2,think know bird could tame
1,wear shirt bitch
2,oh sorry run suck hope heal fast
1,self low black bitch
1,negro please get job may
1,should tell yeah take home hussy ll
1,bitch bye get
1,bitch drink ah
1,almost a fuck birthday act right night
2,yellow in edgeware
2,yellow in
1,would bitch say yea never tell stay
2,www lips def perfect
1,bring first allusion he
1,text nigh
1,yes want fat fat bitch wife
2,really nod trash
0,fuck gutta go put trash ass ink maggot ass self hussy
0,stay talk defend fuckboy ass boyfriend go suck maggot
2,now bryan say trash hotel stay somewhere else
0,need accept fact sister maggoty
1,way delete sweets stand bitch
1,hussy
0,gay soft dumb monkey
2,oh cool though might brown ll
1,birch need guidance
2,hi charlie
2,hi charlie great day
2,come charlie government try protect desert tortoise least back drama say
1,home far
1,bitch
0,chase god damn maggot
1,become retard
0,go nigh
2,I go get every time throw trash away really belong
0,faaaaggggottttt speak blonde hair confuse hypocrite cut maggot
1,beget super he snack go something fierce but sage now
1,he maggot
1,dunleavy crack ass honkie
2,muco trash to
1,fuck drop songs you on drop mistake sicca
1,damn that block or fully butt
2,chink better rug rat run around ah crib girl enjoy life ll
0,shut chink
1,ok billy goat hair hillbilly
1,say good bye dumb bitch and say what white devil nothing empire lover blood
1,motherfuckin bullshit sling son where disgrace get or cap go hussy land belong
1,bitch
1,hussy ass night
1,dawson nick hickman delete face account stop birch
1,right hussy
2,gun sales skyrocket gun crime fall sharply claim contrary use fully path
2,would rather drink squirrel see johnny deeps wig charlie chocolate factory
0,call someone maggot say kill pathetic human fuck disgrace
0,know talk retard maggot
1,fully bitch john dump or hatchet ass
1,ugly flat chester pride ass white bitch
1,guess make us black double nigger hut
1,now retard kinfolk ll
1,call sweet baboon ho
1,bow ever bring past hoe wit to of lady take l he try semi honest s
1,he know dukes hit him hoe week
1,remember play plaquemine keep call whole team gay lydia say ill turn hoe fwom
2,say yes cannon hetty know like look dumb
1,would dead upper cut bitch
1,mass dermoid sharkette hussy
1,night hussy smell like
2,new nip drop today iii
1,mon hussy
0,true miss man brothers mike start chink lafa
2,sense run lascar yellow sponsor already
2,defense trash he rock jesus soto grass diego have
1,in bitch insomnia shit bed since midnight
2,be hetty havana wait til go pick at austin tomorrow
1,someone send months ago bitch
1,lmaooo coley whammmmed add swerve bitch
1,bitch dat low blow
1,bitch days to sharp desert ass
1,bitch look white
1,bitch kill to self
1,bitch stop take shit too hate dumb bitch
1,bitch watch of loose meat
1,say think tell delete delete bitch
1,fuck dumb ass bitch he
1,ll bitch force glass water bitch ll thirsty pus than
1,bad bitch agree
1,yes bitch realize dat
1,damn son maybe know a piece try get hussy breed
1,night byeeeee lafa ill damn far steal girl
2,know blue yellow
1,major league bitch
2,dat one ugly animal da monkey adorable
1,in go elect get sleep maggot
1,havana thank bitch
1,thirty he
1,bitch phone go die serious get hot pocket
1,hoe
1,damn brow be trash ll
1,find fuck cock hard love drip hussy
1,god write em think soon
1,hell ink hussy better golden
1,lmaoooo aye people person know ll rico get hoe havana
1,think would get hint know face count delete face account
0,far
1,hoe really
1,guy think slang around bitch without offensive apparently
1,make draw like one french birch uffa
2,miss topic run off hillbilly
1,load hussy get right
2,look yellow fever
1,cut people work birch shit talkers yeah due need girls night
1,hata yes nigh yesterday night ink man hit night like around morning go sleep till like
1,see brow hussy change
0,wetback
1,yeah bitch hit get friend zone body
1,yeah right hussy
1,he cheat wetback
1,call kind hussy something
1,could find regular one maggot
1,like to page want make da love white girl wit color man watch pull weeks
1,du bitch fry
1,make hussy make stupid internet threats child ink probably deserve
1,go buy birch
1,show tiny kitten dumb fuck count
1,plot twist maggot
1,brother of negro
1,ready make state test bitch
2,run up community local corps treat pp like trash hate make pp think waste
2,show yankees game arizona promo washington hussies game bet would want business
1,people shit get shoot like people hate dodge bullets parma bitch
1,mane sicca crazy of wiz old shit get sicca bite style n earthen
1,chart sicca love dat bah
1,ll hell a dey think sicca der
1,bitch you safe
1,view hawkers level shoplifters bitch slap lake hold drown harsh yeah hate
1,bet pull lease birch
1,look or vi far
1,bitch tennis
1,bitch b hypocrite
1,cut unna smoke today bitch the
1,see will green bitch ass help get school either still tournament
1,nigh though daniel ll
1,poor see in go hetty talk utf
1,in finns do pick brush hoe funny
1,sicca
1,sicca spark
2,train good boy doe
0,fig fun watch get admit ebook boy speak break spanish ll
1,bitch
1,in he
1,guess dumb bitch need drink time place fuck someone hata
1,lay bed bout pass go bitch
1,hata ride a get far come well go fish shit
2,trash
1,pull bulbasuar know in bout make to girl hussy sore
1,bitch get blood dat hang la
1,fuck ll bitch polly get ll dick
1,get keep bitch check
2,idiotic opinions like make poll less trash poll problem people integrity vote
0,look like fuck shriek bitch
1,choke bread bitch
1,a girl slim ass he get control tell stop spray bullshit mouth day
1,hell na he honey bah
0,get count
1,hussy
1,wiz make general statement give never call bitch
2,he still vogue though
2,online soon enough get anathema march crack need
1,know hoe right
0,bitch shut fuck goddam slut bitch where night
0,j id fuck dog fuck fish hussy
1,a real account dumb bitch go be fuck bitch
1,night grow ball concentrate hussy
2,show fairy block
2,rather believe man definition good mock
1,due pass look fuck die least in yoke ape
1,id sell anything people will buy highly prostitute think hussy sell
0,support lesions support maggoty difference
1,bitch ass night rico
1,awe boy shirt tight bitch vi pool man turn wrestle fat ass ll boy
1,boy look like slave he
1,lmaoooo middle school knock hussy earrings shirt french toast
1,problem remember quires real bitch
2,giants trashtheir time
1,come he
1,perfect smoke weather hata brow even hood yet already get hoe try say towns
0,he shit brow it x better in night high
2,well dirty bird could middle finger since pallid give bird necessarily wobblewibbler
1,birch eh ahahah
1,stand people get fuck camp especially shiny birch even get scar
2,hendricks better propose drake
1,night fuck plan school go hard bitch way better richardson
2,mistake sell sole get dangers
1,lucky sensible give never far drug in please statistics yes beer
2,even spell right brain ape
1,another black man anything monkey always monkey chicago idiot
1,ink get think birch small shit
1,ugly ass picture thank bitch
1,might one bitch
1,could care less birch
1,fuck dem birch always get sum shit wit
1,hussy pure
1,hey bitch go talk shit tag quit bitch fuck car hold air dumbass
0,id hate feel like maggot sink ass he
0,wash buttonhole tongue little maggot
1,shut mouth little fuck bitch
1,dirty little bitch
0,whatever fuck assholes nigger look alike
0,little maggoty usually bag head anyway make bullet placement interest thou scope
1,ll tell dat white bitch say hey
1,in come birch
1,know home show birch love
2,it crib gun contain chemical azodicarbonamide also use make you mat sole shoe
0,bag
1,or moss hussy die slow death well good company
0,purple pinkfor maggoty want protect police instead bear arm need
1,birch like mean something
1,get least 10 call bitch ll
1,far
0,shut far
2,ironic he trashcan hold trash everytime two muddle burn
1,ll night real retard
1,bad bitch
1,smile like retard kid take till like th grade learn naturally smile
1,idea man fuck hoe nice look
2,ill show hug beer
1,bitch stay loyal keeper brow
1,bitch
1,lmaooo black far mislead in block
1,thank little far
1,may yesterday hoe cut of ll
1,keep hoe happy
1,bitch ass
2,yell love evolutionary line despise trash body
1,soul depart traintheres soul musicjust hunger bitchesmoney fame
1,due quit hypothetical bitch run downstairs cryingbegging tell anyone
1,malo phone autocorrect like bitch
1,love judge around love fast life in sure he already grin among hoe well
2,he he he merry christmas
1,drama bitch speech pure politics mid term way destroy iris troop grind
1,hey miss basketball he
1,www dis sellout nigh still talk
2,god awful due doran eggplant black
1,man get around lot bunch hoe
1,whoa call count
0,like retard witing clan
1,club ho
1,case bitch mass deserve drake voice ️
2,ha sooner twitter ha
0,bean beaver
0,would know far
2,get bettah machinery fo dat danger hetty
1,may give always want skibust ass in innate he fit
1,oh cab def easy may know believe in legendary curve hussy ll guilty pleasure
2,sorry give racism platform w trash language data or into kindergarten level
0,enrage 4 lb mike brown lethal weapon leash hatred police white add fuel arsenal
1,ll say get one boy ass lonely bitch puff a
1,wasps hussy
1,lafa put twitter see fat bitch
1,watch bitch night go want whole team dead
1,hey bitch get show would perfect in bid bitch part
1,hahahhaha mad birch
1,apologies oh wait fuck birthday bitch
1,tonight hussy
1,like back dare free fo white pay da fee
1,da white
1,thank lyric birch gullible sleep music like a sweet let suck or dick
1,wrong maybe deal hussies put cap f tell f keep real
1,bitch
1,fig not
1,ll ll bitch
1,damn coach never call back bitch ass
1,bitch hallo
1,know right much retard
0,learn many reward find search tread topics
0,bias objective fact chilly fan cents
1,assess bitch assess
1,go bring though unless turn welt already like bubble wit hussy get pop go
1,slide bad bitchdat bitch look good
2,boy look like big bird sesame street
1,bitch even look like keep talk go fight
1,bitch in real night fuck mean weak ass night pretend someone in shut shit fur boy
1,bitch unknown mistake damn sure run could run life depend
1,now keep face get to lame ass somewhere wing hell get somewhere
1,oh hell swag ever even little bite dem cheap ass pus rag bitech black
1,yea think hussy boy fuck that
1,win right night partake maggot even smoke
1,sucksbitch even pretend dance
1,ll ll bitch
1,welcome miss fig not
2,go free bird anyway
2,next update would amaze two celebrations add shirt well take yellow rio
1,in assume would look something like bitch slap dickpunch
1,get all da hoe
1,bitch want everybody though shit one point
1,fail bitch
1,bitch hit thick look shit weak of
1,hut horizon years bitch
1,text noisy hoe watch
1,night do bump to head li kings fire robe elite gold trash
2,would share wave trash can
1,real sicca shit the ll
1,mean bitch ass hussy
1,mine hussy
1,ll yeah brow good choice birch love foreign whip personal decision
1,hussy
1,feet hussy
1,bitch hit girl
1,bitch edgar
1,sink hussy ass bitch due ball fight want want hit girls fuck bitch
2,hetty
1,damn birch nights mind hata
2,east current location eastfacing slope dry side dry place
1,bitch
0,move matter long soon shit corn night
1,bar in bout blaze bitch
1,birch
1,wizard unless type us birch
1,bitch
1,it andros dot no box fig
1,hata stupid he
2,anyone bring monkey
2,hit calm chowderthanks wish card
1,cock sons birch
1,william he
1,www man ball small ll affair set bitch
0,sound like good idea want word spread jews nigger commit alike
2,project could lead military program require full op mock test
